-0.265938,-0.441831
-0.288313,-0.452977
-0.311217,-0.462991
-0.334593,-0.471848
-0.358382,-0.479525
-0.382525,-0.486004
-0.406962,-0.491268
-0.431631,-0.495304
-0.456472,-0.498102
-0.481421,-0.499655
-0.506416,-0.499959
-0.531396,-0.499013
-0.556297,-0.496821
-0.581057,-0.493386
-0.605615,-0.488718
-0.629909,-0.482829
-0.653878,-0.475733
-0.677462,-0.467448
-0.700603,-0.457994
-0.723242,-0.447396
-0.745324,-0.435679
-0.766792,-0.422873
-0.787594,-0.409011
-0.807676,-0.394126
-0.826990,-0.378256
-0.845486,-0.361441
-0.863119,-0.343722
-0.879844,-0.325144
-0.895620,-0.305753
